hhid,surveyperiod,hhsize,dwelltype,owndwell,totalbikes,totalvehs,travmonth,travdow,homelga,youngestgroup_5,aveagegroup_5,oldestgroup_5,hhinc_group,hhpoststratweight,hhpoststratweight_GROUP_1,hhpoststratweight_GROUP_2,hhpoststratweight_GROUP_3,hhpoststratweight_GROUP_4,hhpoststratweight_GROUP_5,hhpoststratweight_GROUP_6,hhpoststratweight_GROUP_7,hhpoststratweight_GROUP_8,hhpoststratweight_GROUP_9,hhpoststratweight_GROUP_10,homesubregion_ASGS,homeregion_ASGS,dayType
Y24H5900217,2023-24,4,Separate House,Fully Owned,0,2,November,Wednesday,Whitehorse (C),0->4,25->29,45->49,"$3,500-$3,999 ($182,000-$207,999)",358.3843147,336.2908528,433.8289168,360.2277246,295.6950299,413.7447232,364.0119539,0.0,484.5897204,357.2750734,374.4434121,MELB - Middle,Greater Melbourne,Weekday
Y24H5900219,2023-24,2,Separate House,Fully Owned,0,2,November,Friday,Whitehorse (C),70->74,70->74,70->74,"$2,000-$2,499 ($104,000-$129,999)",403.3393572,423.5195768,511.9077858,376.3022986,346.802986,466.4143758,434.2478013,0.0,524.3390959,410.200723,411.6774635,MELB - Middle,Greater Melbourne,Weekday
Y24H5900221,2023-24,2,Separate House,Fully Owned,1,3,November,Sunday,Whitehorse (C),25->29,30->34,30->34,"$2,500-$2,999 ($130,000-$155,999)",441.4277397,444.1212904,556.4979593,378.6817516,372.8037933,595.0820449,464.5020888,0.0,540.6457325,465.2357083,497.0510092,MELB - Middle,Greater Melbourne,Weekend
Y24H5900222,2023-24,4,Separate House,Being Rented,0,1,November,Monday,Whitehorse (C),0->4,15->19,35->39,"$3,500-$3,999 ($182,000-$207,999)",343.8497581,355.3440648,413.3034596,334.7201307,331.6862742,0.0,339.886277,576.3063475,431.0714299,335.5311711,323.5139452,MELB - Middle,Greater Melbourne,Weekday
Y24H5900223,2023-24,3,Separate House,Being Rented,0,0,November,Tuesday,Whitehorse (C),0->4,20->24,35->39,"$1,000-$1,249 ($52,000-$64,999)",319.6691119,325.4670356,422.3688055,398.2776851,339.684279,0.0,312.7402942,544.0248177,347.9416715,303.4146351,281.890924,MELB - Middle,Greater Melbourne,Weekday
Y24H5900224,2023-24,3,Separate House,Fully Owned,1,2,November,Wednesday,Whitehorse (C),20->24,35->39,60->64,"$650-$799 ($33,800-$41,599)",389.0624696,378.3802205,477.4946174,451.9894763,383.4801109,0.0,402.7457331,622.6389349,494.8010759,380.6276668,381.1121155,MELB - Middle,Greater Melbourne,Weekday
Y24H5900225,2023-24,1,"Unit, Flat or Apartment",Fully Owned,0,1,November,Thursday,Whitehorse (C),60->64,60->64,60->64,,466.8236635,517.4811077,631.2304422,495.2104566,429.4077213,0.0,437.3270915,711.734579,588.8782055,470.9434699,442.9327644,MELB - Middle,Greater Melbourne,Weekday
Y24H5900226,2023-24,1,Separate House,Fully Owned,0,1,November,Friday,Whitehorse (C),85->89,85->89,85->89,"$800-$999 ($41,600-$51,999)",498.7397741,553.1318829,675.0880821,524.4276385,456.5711025,0.0,471.154537,751.2745602,636.8478507,508.5502446,462.2615239,MELB - Middle,Greater Melbourne,Weekday
Y24H5900232,2023-24,2,Separate House,Fully Owned,0,2,November,Thursday,Whitehorse (C),60->64,60->64,60->64,"$2,500-$2,999 ($130,000-$155,999)",446.1697552,468.2631303,565.6787914,419.9443793,385.4738525,0.0,476.3556268,746.2197622,572.9974667,448.9334858,466.1844901,MELB - Middle,Greater Melbourne,Weekday
Y24H5900234,2023-24,3,Separate House,Being Purchased,Missing/Refused,3,November,Saturday,Whitehorse (C),20->24,45->49,55->59,"$4,500-$4,999 ($234,000-$259,999)",406.8773583,380.0417201,509.2011705,430.8165096,380.5014135,0.0,405.4581212,649.0980326,493.0762947,412.2939193,412.7215193,MELB - Middle,Greater Melbourne,Weekend
Y24H5900237,2023-24,2,Separate House,Fully Owned,2,3,November,Tuesday,Whitehorse (C),75->79,80->84,80->84,"$2,000-$2,499 ($104,000-$129,999)",475.957601,495.4471452,578.585625,399.5708685,379.2263156,0.0,500.8014798,781.106844,621.7726225,494.9541354,510.5803251,MELB - Middle,Greater Melbourne,Weekday
Y24H5900238,2023-24,3,Separate House,Fully Owned,0,3,November,Wednesday,Whitehorse (C),20->24,45->49,55->59,"$3,500-$3,999 ($182,000-$207,999)",397.9610292,379.1538487,487.8577268,420.7029637,380.1097081,0.0,412.5707852,623.5521683,477.1972109,398.0379549,399.5904639,MELB - Middle,Greater Melbourne,Weekday
Y24H5900240,2023-24,4,Separate House,Being Purchased,4,1,November,Friday,Whitehorse (C),10->14,25->29,40->44,"$500-$649 ($26,000-$33,799)",397.2690862,419.7244959,489.5071811,386.6659936,380.9610829,0.0,388.982205,665.0698276,487.5847481,388.4619627,372.0246989,MELB - Middle,Greater Melbourne,Weekday
Y24H5900242,2023-24,2,Separate House,Being Purchased,0,2,November,Sunday,Whitehorse (C),35->39,35->39,35->39,"$6,000-$7,999 ($312,000-$415,999)",510.0222021,523.7996663,643.7089325,480.8147657,444.4929451,0.0,535.8840302,840.3251417,662.5157163,525.7745671,560.2595484,MELB - Middle,Greater Melbourne,Weekend
Y24H5900302,2023-24,2,"Unit, Flat or Apartment",Being Purchased,2,2,November,Tuesday,Port Phillip (C),40->44,50->54,60->64,"$1,250-$1,499 ($65,000-$77,999)",1092.348636,1139.99501,1262.565846,1273.852049,1158.051378,1145.310577,1188.325141,0.0,1123.097083,1295.204082,1124.474172,MELB - Inner,Greater Melbourne,Weekday
Y24H5900306,2023-24,2,"Unit, Flat or Apartment",Fully Owned,2,2,November,Saturday,Port Phillip (C),60->64,65->69,65->69,"$3,500-$3,999 ($182,000-$207,999)",761.778611,740.9387045,808.1635287,958.2872652,832.3980581,835.2609592,820.4350822,0.0,888.3834969,930.4764852,753.3943227,MELB - Inner,Greater Melbourne,Weekend
Y24H5900308,2023-24,2,"Unit, Flat or Apartment",Fully Owned,2,2,November,Monday,Port Phillip (C),70->74,70->74,70->74,"$1,000-$1,249 ($52,000-$64,999)",968.5441686,977.0157613,1138.842014,1142.367431,1080.129584,1046.683943,1090.007277,0.0,954.3660923,1145.85283,976.9599523,MELB - Inner,Greater Melbourne,Weekday
Y24H5900315,2023-24,2,"Unit, Flat or Apartment",Fully Owned,Missing/Refused,1,November,Monday,Port Phillip (C),55->59,60->64,65->69,"$4,000-$4,499 ($208,000-$233,999)",657.1697231,627.0217676,684.4088259,806.5311888,750.1247058,725.032782,732.3533663,0.0,764.842886,781.8600969,642.9466118,MELB - Inner,Greater Melbourne,Weekday
Y24H5900320,2023-24,2,Terrace or Townhouse,Fully Owned,0,1,November,Saturday,Port Phillip (C),70->74,70->74,75->79,"$150-$299 ($7,800-$15,599)",761.778611,740.9387045,808.1635287,958.2872652,832.3980581,835.2609592,820.4350822,0.0,888.3834969,930.4764852,753.3943227,MELB - Inner,Greater Melbourne,Weekend
Y24H5900321,2023-24,2,"Unit, Flat or Apartment",Being Rented,0,1,November,Sunday,Port Phillip (C),80->84,80->84,80->84,"$1,000-$1,249 ($52,000-$64,999)",812.3840872,775.0664326,862.487405,1007.315624,934.3680057,845.763246,875.1838711,0.0,924.9247072,981.7415281,851.4030206,MELB - Inner,Greater Melbourne,Weekend
Y24H5900322,2023-24,2,Terrace or Townhouse,Being Rented,1,1,November,Monday,Port Phillip (C),20->24,30->34,45->49,"$1,250-$1,499 ($65,000-$77,999)",657.1697231,627.0217676,0.0,806.5311888,750.1247058,725.032782,732.3533663,822.6267534,764.842886,781.8600969,642.9466118,MELB - Inner,Greater Melbourne,Weekday
Y24H5900323,2023-24,6,Terrace or Townhouse,Being Purchased,1,3,November,Tuesday,Port Phillip (C),0->4,30->34,70->74,"$6,000-$7,999 ($312,000-$415,999)",1040.26527,1014.27489,0.0,1081.366513,1048.65322,854.1953123,1114.165633,1326.829706,1143.419865,1528.616159,1240.028019,MELB - Inner,Greater Melbourne,Weekday
Y24H5900328,2023-24,1,Separate House,Fully Owned,0,1,November,Sunday,Port Phillip (C),85->89,85->89,85->89,"$300-$399 ($15,600-$20,799)",1000.955561,1011.533527,0.0,1223.368163,1137.525026,961.0004803,1099.116968,1156.663549,1171.47641,1248.159566,1016.643945,MELB - Inner,Greater Melbourne,Weekend
Y24H5900330,2023-24,2,Terrace or Townhouse,Being Rented,1,1,November,Tuesday,Port Phillip (C),30->34,30->34,30->34,"$1,000-$1,249 ($52,000-$64,999)",741.1726524,731.6173543,0.0,899.3616062,804.2395672,793.3509626,798.4111079,940.0332878,900.0663592,883.7682832,740.0271189,MELB - Inner,Greater Melbourne,Weekday
Y24H5900341,2023-24,1,Separate House,Fully Owned,Missing/Refused,1,November,Saturday,Port Phillip (C),75->79,75->79,75->79,"$800-$999 ($41,600-$51,999)",938.6034873,966.9936792,0.0,1163.824032,1013.384038,949.0672322,1030.359619,1076.192797,1125.194626,1182.98258,899.6136469,MELB - Inner,Greater Melbourne,Weekend
Y24H5900342,2023-24,2,Terrace or Townhouse,Being Purchased,0,2,November,Sunday,Port Phillip (C),55->59,60->64,60->64,"$3,500-$3,999 ($182,000-$207,999)",1197.300853,1207.696702,0.0,1426.757673,1345.427657,1220.974873,1302.590842,1632.76463,1154.115171,1438.788491,1293.710301,MELB - Inner,Greater Melbourne,Weekend
Y24H5900409,2023-24,1,Separate House,Being Purchased,0,1,November,Tuesday,Hume (C),65->69,65->69,65->69,"$1,000-$1,249 ($52,000-$64,999)",1222.370697,1373.276001,1140.330963,1428.43591,1913.783146,1306.974353,1199.233919,1149.186112,1742.911505,1179.622819,0.0,MELB - Outer,Greater Melbourne,Weekday
Y24H5900411,2023-24,6,Separate House,Being Rented,0,2,November,Thursday,Hume (C),0->4,25->29,70->74,"$150-$299 ($7,800-$15,599)",992.3544306,1279.464007,1158.798151,1124.616763,1141.741628,1165.326389,1007.816828,1035.666627,1106.335015,928.2903049,0.0,MELB - Outer,Greater Melbourne,Weekday
Y24H5900414,2023-24,4,Separate House,Being Purchased,1,3,November,Sunday,Hume (C),25->29,35->39,60->64,"$2,500-$2,999 ($130,000-$155,999)",1815.15879,2177.567545,1727.305529,2006.891481,1963.462253,2416.684384,1729.675424,1957.04119,1840.411821,1897.729355,0.0,MELB - Outer,Greater Melbourne,Weekend
Y24H5900416,2023-24,6,"Unit, Flat or Apartment",Being Purchased,0,1,November,Tuesday,Hume (C),10->14,20->24,45->49,"$800-$999 ($41,600-$51,999)",728.7494845,967.5171156,698.2876211,694.4068879,975.7959329,861.3147079,779.8471754,739.3374824,818.4617153,646.5003748,0.0,MELB - Outer,Greater Melbourne,Weekday
Y24H5900418,2023-24,3,Separate House,Fully Owned,0,1,November,Thursday,Hume (C),20->24,55->59,80->84,"$1,750-$1,999 ($91,000-$103,999)",1050.81064,1155.920208,1216.872084,1065.026395,1466.918863,980.3301679,1089.225355,1044.950454,1261.555069,953.6921826,0.0,MELB - Outer,Greater Melbourne,Weekday
Y24H5900420,2023-24,2,Separate House,Fully Owned,0,1,November,Saturday,Hume (C),80->84,80->84,80->84,"$650-$799 ($33,800-$41,599)",803.2916612,1031.707992,795.1292927,734.2682897,968.3345678,924.6196545,883.6791043,801.0674167,888.792006,798.2664626,0.0,MELB - Outer,Greater Melbourne,Weekend
Y24H5900421,2023-24,3,"Unit, Flat or Apartment",Being Purchased,0,3,November,Sunday,Hume (C),25->29,30->34,40->44,"$2,500-$2,999 ($130,000-$155,999)",2848.135908,3021.306266,3128.792645,3474.032604,2777.051019,3445.62137,2659.18527,3529.222643,3069.236952,3104.152055,0.0,MELB - Outer,Greater Melbourne,Weekend
Y24H5900424,2023-24,1,Terrace or Townhouse,Being Rented,0,1,November,Wednesday,Hume (C),60->64,60->64,60->64,"$1,250-$1,499 ($65,000-$77,999)",1228.823026,1387.523372,1163.664541,1486.296197,1978.75049,1327.704193,1253.932111,0.0,1664.888149,1199.023548,1488.490656,MELB - Outer,Greater Melbourne,Weekday
Y24H5910103,2023-24,3,Separate House,Being Purchased,Missing/Refused,2,November,Wednesday,Casey (C),0->4,20->24,35->39,"$2,500-$2,999 ($130,000-$155,999)",512.7799863,0.0,526.2531058,646.9699553,593.1823733,529.2703185,669.1484999,529.4476722,469.3856483,547.0108623,571.5595149,MELB - Outer,Greater Melbourne,Weekday
Y24H5910105,2023-24,4,Separate House,Fully Owned,2,2,November,Friday,Casey (C),0->4,20->24,45->49,"$2,000-$2,499 ($104,000-$129,999)",507.7811806,0.0,511.5488327,620.0238512,661.0596668,523.6967028,604.8968406,543.9507261,520.0702626,553.3948639,526.4960766,MELB - Outer,Greater Melbourne,Weekday
Y24H5910107,2023-24,7,Separate House,Being Purchased,Missing/Refused,4,November,Sunday,Casey (C),10->14,25->29,45->49,"$3,500-$3,999 ($182,000-$207,999)",777.2007198,0.0,805.0721053,977.4720683,870.210041,913.1017109,802.2582849,809.0822985,823.765299,836.4634551,799.5434309,MELB - Outer,Greater Melbourne,Weekend
Y24H5910109,2023-24,3,Separate House,Being Purchased,2,2,November,Tuesday,Casey (C),0->4,15->19,25->29,"$3,500-$3,999 ($182,000-$207,999)",510.0874708,0.0,515.7007795,621.7839479,573.7067076,521.0066639,639.9593497,549.7991664,491.3829479,538.1599858,579.8674741,MELB - Outer,Greater Melbourne,Weekday
Y24H5910110,2023-24,5,Separate House,Being Rented,0,3,November,Wednesday,Casey (C),20->24,25->29,30->34,"$3,000-$3,499 ($156,000-$181,999)",658.6482618,0.0,704.1504462,779.5820403,780.3087522,733.4375464,807.7648206,674.8516901,663.4176246,715.0361496,653.7297083,MELB - Outer,Greater Melbourne,Weekday
Y24H5910114,2023-24,4,Separate House,Being Purchased,4,2,November,Sunday,Casey (C),10->14,25->29,40->44,"$4,000-$4,499 ($208,000-$233,999)",543.3058911,0.0,544.2948581,670.345432,716.9222142,534.9931022,631.6315803,580.3093328,556.0262548,600.1884172,606.2847519,MELB - Outer,Greater Melbourne,Weekend
Y24H5910115,2023-24,2,Separate House,Being Purchased,0,1,November,Monday,Casey (C),50->54,65->69,80->84,"$800-$999 ($41,600-$51,999)",399.4371902,0.0,375.6040705,489.1305953,507.3682497,451.6458023,514.1866317,426.1715329,407.4626218,399.9916407,407.5495292,MELB - Outer,Greater Melbourne,Weekday
Y24H5910116,2023-24,1,Terrace or Townhouse,Being Purchased,0,2,November,Tuesday,Casey (C),30->34,30->34,30->34,"$2,500-$2,999 ($130,000-$155,999)",496.9093747,0.0,477.3775465,573.9097427,531.182304,515.6289469,591.6139137,538.777097,490.3127196,536.0311874,579.1678522,MELB - Outer,Greater Melbourne,Weekday
Y24H5910120,2023-24,3,Separate House,Being Purchased,0,2,November,Saturday,Casey (C),0->4,20->24,35->39,"$3,000-$3,499 ($156,000-$181,999)",524.2688377,0.0,549.2763212,662.5228773,593.7936515,548.52965,657.6124712,551.1382365,485.0047967,566.6023793,590.3416939,MELB - Outer,Greater Melbourne,Weekend
Y24H5910123,2023-24,2,Separate House,Fully Owned,Missing/Refused,1,November,Tuesday,Casey (C),75->79,75->79,75->79,"$800-$999 ($41,600-$51,999)",289.6041705,0.0,267.6919556,350.6327517,349.6952445,317.7021556,360.3637879,313.0684577,308.2510378,290.6529609,301.5557352,MELB - Outer,Greater Melbourne,Weekday
Y24H5910124,2023-24,1,Separate House,Fully Owned,0,1,November,Wednesday,Casey (C),85->89,85->89,85->89,"$500-$649 ($26,000-$33,799)",274.9189833,0.0,277.8710201,328.0536347,313.5586592,286.1129383,368.8889018,286.5114199,260.584791,294.5340273,279.3218376,MELB - Outer,Greater Melbourne,Weekday
Y24H5910125,2023-24,2,"Unit, Flat or Apartment",Fully Owned,0,1,November,Thursday,Casey (C),75->79,75->79,75->79,"$2,500-$2,999 ($130,000-$155,999)",277.6884895,0.0,267.400543,343.0028143,352.3321724,299.5438208,351.1351959,299.5243512,273.963632,275.686772,288.6846537,MELB - Outer,Greater Melbourne,Weekday
Y24H5910126,2023-24,2,Separate House,Fully Owned,0,1,November,Friday,Casey (C),70->74,75->79,75->79,"$150-$299 ($7,800-$15,599)",296.6736809,0.0,285.9794263,363.2398176,374.619925,331.5394966,378.2956598,316.1642442,296.2805357,297.7014956,301.2823134,MELB - Outer,Greater Melbourne,Weekday
Y24H5910127,2023-24,2,Separate House,Fully Owned,0,1,November,Saturday,Casey (C),80->84,80->84,80->84,"$800-$999 ($41,600-$51,999)",297.6556974,0.0,285.1204777,373.6060094,361.9389723,334.4852654,370.3043345,313.8309554,304.249939,306.0143146,307.0027747,MELB - Outer,Greater Melbourne,Weekend
Y24H5910129,2023-24,1,"Unit, Flat or Apartment",Fully Owned,Missing/Refused,1,November,Monday,Casey (C),80->84,80->84,80->84,"$400-$499 ($20,800-$25,999)",242.4803102,0.0,245.6155253,282.7398803,282.8580366,257.3922857,323.608247,260.3649786,231.8126015,256.3548664,246.2064677,MELB - Outer,Greater Melbourne,Weekday
Y24H5910130,2023-24,2,Separate House,Being Rented,0,1,November,Tuesday,Casey (C),75->79,75->79,75->79,"$1,250-$1,499 ($65,000-$77,999)",289.6041705,0.0,267.6919556,350.6327517,349.6952445,317.7021556,360.3637879,313.0684577,308.2510378,290.6529609,301.5557352,MELB - Outer,Greater Melbourne,Weekday
